#
# Results on Mon, 10 Mar 2025 18:21:17 GMT
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 YaBrowser/25.2.0.0 Safari/537.36
# Design number was non-random = 0
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. Comments.
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,0,0,welcome,NULL,PennController,0,_Trial_,Start,1741630842167,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,0,0,welcome,NULL,PennController,0,_Trial_,End,1741630846634,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,1,0,mock-trial,NULL,PennController,1,_Trial_,Start,1741630846635,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,1,0,mock-trial,NULL,Text,item_goal,Print,NA,1741630846636,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,1,0,mock-trial,NULL,Scale,judgement,Choice,5,1741630850857,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,1,0,mock-trial,NULL,PennController,1,_Trial_,End,1741630850858,NULL
# 13. group.
# 14. item.
# 15. filler.
# 16. adj.
# 17. Comments.
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,3,0,experimental-trial,NULL,PennController,3,_Trial_,Start,1741630850859,A,00,control,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,3,0,experimental-trial,NULL,Text,item_goal,Print,NA,1741630851360,A,00,control,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,3,0,experimental-trial,NULL,Scale,judgement,Choice,5,1741630853346,A,00,control,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,3,0,experimental-trial,NULL,PennController,3,_Trial_,End,1741630853347,A,00,control,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,2,0,experimental-trial,NULL,PennController,2,_Trial_,Start,1741630853347,A,0,control,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,2,0,experimental-trial,NULL,Text,item_goal,Print,NA,1741630853851,A,0,control,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,2,0,experimental-trial,NULL,Scale,judgement,Choice,1,1741630858474,A,0,control,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,2,0,experimental-trial,NULL,PennController,2,_Trial_,End,1741630858475,A,0,control,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,10,0,experimental-trial,NULL,PennController,10,_Trial_,Start,1741630858476,A,6,true,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,10,0,experimental-trial,NULL,Text,item_goal,Print,NA,1741630858979,A,6,true,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,10,0,experimental-trial,NULL,Scale,judgement,Choice,4,1741630860922,A,6,true,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,10,0,experimental-trial,NULL,PennController,10,_Trial_,End,1741630860923,A,6,true,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,5,0,experimental-trial,NULL,PennController,5,_Trial_,Start,1741630860924,A,1,true,neg,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,5,0,experimental-trial,NULL,Text,item_goal,Print,NA,1741630861428,A,1,true,neg,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,5,0,experimental-trial,NULL,Scale,judgement,Choice,4,1741630861811,A,1,true,neg,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,5,0,experimental-trial,NULL,PennController,5,_Trial_,End,1741630861811,A,1,true,neg,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,7,0,experimental-trial,NULL,PennController,7,_Trial_,Start,1741630861812,A,3,true,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,7,0,experimental-trial,NULL,Text,item_goal,Print,NA,1741630862315,A,3,true,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,7,0,experimental-trial,NULL,Scale,judgement,Choice,4,1741630862563,A,3,true,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,7,0,experimental-trial,NULL,PennController,7,_Trial_,End,1741630862563,A,3,true,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,6,0,experimental-trial,NULL,PennController,6,_Trial_,Start,1741630862564,A,2,true,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,6,0,experimental-trial,NULL,Text,item_goal,Print,NA,1741630863065,A,2,true,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,6,0,experimental-trial,NULL,Scale,judgement,Choice,4,1741630863267,A,2,true,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,6,0,experimental-trial,NULL,PennController,6,_Trial_,End,1741630863268,A,2,true,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,16,0,experimental-trial,NULL,PennController,16,_Trial_,Start,1741630863268,A,12,false,красивая,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,16,0,experimental-trial,NULL,Text,item_goal,Print,NA,1741630863769,A,12,false,красивая,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,16,0,experimental-trial,NULL,Scale,judgement,Choice,4,1741630865483,A,12,false,красивая,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,16,0,experimental-trial,NULL,PennController,16,_Trial_,End,1741630865484,A,12,false,красивая,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,9,0,experimental-trial,NULL,PennController,9,_Trial_,Start,1741630865485,A,5,true,ind,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,9,0,experimental-trial,NULL,Text,item_goal,Print,NA,1741630865985,A,5,true,ind,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,9,0,experimental-trial,NULL,Scale,judgement,Choice,4,1741630867636,A,5,true,ind,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,9,0,experimental-trial,NULL,PennController,9,_Trial_,End,1741630867637,A,5,true,ind,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,14,0,experimental-trial,NULL,PennController,14,_Trial_,Start,1741630867637,A,10,false,щедрая,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,14,0,experimental-trial,NULL,Text,item_goal,Print,NA,1741630868140,A,10,false,щедрая,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,14,0,experimental-trial,NULL,Scale,judgement,Choice,4,1741630869524,A,10,false,щедрая,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,14,0,experimental-trial,NULL,PennController,14,_Trial_,End,1741630869525,A,10,false,щедрая,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,4,0,experimental-trial,NULL,PennController,4,_Trial_,Start,1741630869525,A,000,control,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,4,0,experimental-trial,NULL,Text,item_goal,Print,NA,1741630870028,A,000,control,-,NULL
1741630877,6255c46fb45543d3c65e45dad17f7e34,PennController,4,0,experimental-trial,NULL,Scale,judgement,Choice,4,1741630870380,A,000,control,-,NULL
