#
# Results on Wed, 05 Mar 2025 09:49:04 GMT
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 YaBrowser/25.2.0.0 Safari/537.36
# Design number was non-random = 1
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. Comments.
1741168144,ebc4ac0b4a01a4bc6df00c2a37459816,PennController,0,0,welcome,NULL,PennController,0,_Trial_,Start,1741167877665,NULL
1741168144,ebc4ac0b4a01a4bc6df00c2a37459816,PennController,0,0,welcome,NULL,PennController,0,_Trial_,End,1741167935277,NULL
1741168144,ebc4ac0b4a01a4bc6df00c2a37459816,PennController,1,0,mock-trial,NULL,PennController,1,_Trial_,Start,1741167935279,NULL
1741168144,ebc4ac0b4a01a4bc6df00c2a37459816,PennController,1,0,mock-trial,NULL,Text,item_goal,Print,NA,1741167935280,NULL
1741168144,ebc4ac0b4a01a4bc6df00c2a37459816,PennController,1,0,mock-trial,NULL,Scale,judgement,Choice,5,1741167942110,NULL
1741168144,ebc4ac0b4a01a4bc6df00c2a37459816,PennController,1,0,mock-trial,NULL,PennController,1,_Trial_,End,1741167942112,NULL
# 13. group.
# 14. item.
# 15. filler.
# 16. adj.
# 17. Comments.
1741168144,ebc4ac0b4a01a4bc6df00c2a37459816,PennController,17,0,experimental-trial,NULL,PennController,18,_Trial_,Start,1741167942112,B,13,false,ленивая,NULL
1741168144,ebc4ac0b4a01a4bc6df00c2a37459816,PennController,17,0,experimental-trial,NULL,Text,item_goal,Print,NA,1741167942615,B,13,false,ленивая,NULL
1741168144,ebc4ac0b4a01a4bc6df00c2a37459816,PennController,17,0,experimental-trial,NULL,Scale,judgement,Choice,3,1741167964995,B,13,false,ленивая,NULL
1741168144,ebc4ac0b4a01a4bc6df00c2a37459816,PennController,17,0,experimental-trial,NULL,PennController,18,_Trial_,End,1741167964996,B,13,false,ленивая,NULL
1741168144,ebc4ac0b4a01a4bc6df00c2a37459816,PennController,8,0,experimental-trial,NULL,PennController,9,_Trial_,Start,1741167964996,B,4,true,cf,NULL
1741168144,ebc4ac0b4a01a4bc6df00c2a37459816,PennController,8,0,experimental-trial,NULL,Text,item_goal,Print,NA,1741167965500,B,4,true,cf,NULL
1741168144,ebc4ac0b4a01a4bc6df00c2a37459816,PennController,8,0,experimental-trial,NULL,Scale,judgement,Choice,3,1741167976656,B,4,true,cf,NULL
1741168144,ebc4ac0b4a01a4bc6df00c2a37459816,PennController,8,0,experimental-trial,NULL,PennController,9,_Trial_,End,1741167976657,B,4,true,cf,NULL
1741168144,ebc4ac0b4a01a4bc6df00c2a37459816,PennController,15,0,experimental-trial,NULL,PennController,16,_Trial_,Start,1741167976658,B,11,false,тёмная,NULL
1741168144,ebc4ac0b4a01a4bc6df00c2a37459816,PennController,15,0,experimental-trial,NULL,Text,item_goal,Print,NA,1741167977161,B,11,false,тёмная,NULL
